Source_File,Source_Row_Number,Record_ID,Year,Quarter,City,Area_Name,State,Zone,City_Tier,Population,Area_sq_km,EV_Registrations,Charging_Stations,Fast_Chargers,Office_Count,IT_Parks,Road_Length_km,Shopping_Malls,Parking_Lots,Metro_Stations,Bus_Stops,Hospitals
ev_infrastructure_exact_20000.csv,962,EVR-0000961,2024,Q1,Kanpur,,Uttar Pradesh,South,Tier1,508333,403,3535,32,7,185,0,65.8,4,72,9,510,31
ev_infrastructure_exact_20000.csv,974,EVR-0000973,2024,Q1,Kanpur,,Uttar Pradesh,East,Tier1,498167,403,3464,32,7,181,0,64.5,4,71,9,502,31
ev_infrastructure_exact_20000.csv,986,EVR-0000985,2024,Q1,Kanpur,,Uttar Pradesh,West,Tier1,498167,403,3464,32,7,181,0,64.5,4,71,9,502,31
ev_infrastructure_exact_20000.csv,998,EVR-0000997,2024,Q1,Kanpur,,Uttar Pradesh,Industrial,Tier1,533750,403,3712,34,7,194,0,69.1,5,78,9,532,33
ev_infrastructure_exact_20000.csv,1010,EVR-0001009,2024,Q1,Kochi,,Kerala,Core,Tier2,550000,94,3975,38,8,228,2,48.2,7,94,24,429,33
ev_infrastructure_exact_20000.csv,1022,EVR-0001021,2024,Q1,Kochi,,Kerala,Residential,Tier2,404800,94,2926,28,6,171,1,35.5,5,69,24,333,24
ev_infrastructure_exact_20000.csv,1034,EVR-0001033,2024,Q1,Kochi,,Kerala,Commercial,Tier2,492800,94,3562,34,8,206,1,43.2,7,86,24,391,30
ev_infrastructure_exact_20000.csv,1046,EVR-0001045,2024,Q1,Kochi,,Kerala,Transit,Tier2,484000,94,3498,33,7,202,1,42.4,7,85,24,385,29
ev_infrastructure_exact_20000.csv,1058,EVR-0001057,2024,Q1,Kochi,,Kerala,Peripheral,Tier2,387200,94,2798,27,6,164,1,33.9,5,67,24,321,23
ev_infrastructure_exact_20000.csv,482,EVR-0000481,2024,Q1,Kolkata,,West Bengal,Core,Mega,2281250,206,15019,122,27,707,1,66.0,19,286,74,1010,116
ev_infrastructure_exact_20000.csv,494,EVR-0000493,2024,Q1,Kolkata,,West Bengal,Inner,Mega,2098750,206,13817,112,25,652,1,60.7,17,263,74,942,107
ev_infrastructure_exact_20000.csv,506,EVR-0000505,2024,Q1,Kolkata,,West Bengal,Outer,Mega,1733750,206,11414,93,20,541,1,50.1,14,218,74,804,88
ev_infrastructure_exact_20000.csv,518,EVR-0000517,2024,Q1,Kolkata,,West Bengal,North,Mega,1825000,206,12015,97,21,569,1,52.8,15,230,74,838,93
ev_infrastructure_exact_20000.csv,530,EVR-0000529,2024,Q1,Kolkata,,West Bengal,South,Mega,1825000,206,12015,97,21,569,1,52.8,15,230,74,838,93
ev_infrastructure_exact_20000.csv,542,EVR-0000541,2024,Q1,Kolkata,,West Bengal,East,Mega,1788500,206,11775,96,21,558,1,51.7,15,226,74,824,91
ev_infrastructure_exact_20000.csv,554,EVR-0000553,2024,Q1,Kolkata,,West Bengal,West,Mega,1788500,206,11775,96,21,558,1,51.7,15,226,74,824,91
ev_infrastructure_exact_20000.csv,566,EVR-0000565,2024,Q1,Kolkata,,West Bengal,Transit,Mega,2007500,206,13217,107,24,624,1,58.1,16,251,74,907,102
ev_infrastructure_exact_20000.csv,866,EVR-0000865,2024,Q1,Lucknow,,Uttar Pradesh,Central,Tier1,785833,631,5669,51,11,268,0,123.4,8,110,21,867,46
ev_infrastructure_exact_20000.csv,878,EVR-0000877,2024,Q1,Lucknow,,Uttar Pradesh,North,Tier1,683333,631,4930,44,10,233,0,107.3,7,96,21,765,40
ev_infrastructure_exact_20000.csv,890,EVR-0000889,2024,Q1,Lucknow,,Uttar Pradesh,South,Tier1,683333,631,4930,44,10,233,0,107.3,7,96,21,765,40
ev_infrastructure_exact_20000.csv,902,EVR-0000901,2024,Q1,Lucknow,,Uttar Pradesh,East,Tier1,669667,631,4831,43,9,229,0,105.1,7,95,21,751,39
ev_infrastructure_exact_20000.csv,914,EVR-0000913,2024,Q1,Lucknow,,Uttar Pradesh,West,Tier1,669667,631,4831,43,9,229,0,105.1,7,95,21,751,39
ev_infrastructure_exact_20000.csv,926,EVR-0000925,2024,Q1,Lucknow,,Uttar Pradesh,Industrial,Tier1,717500,631,5176,46,10,245,0,112.6,7,100,21,799,42
ev_infrastructure_exact_20000.csv,1454,EVR-0001453,2024,Q1,Madurai,,Tamil Nadu,Core,Tier2,375000,147,1162,12,3,101,0,36.8,3,42,0,304,17
ev_infrastructure_exact_20000.csv,1466,EVR-0001465,2024,Q1,Madurai,,Tamil Nadu,Residential,Tier2,276000,147,855,9,2,75,0,27.0,2,31,0,234,13
ev_infrastructure_exact_20000.csv,1478,EVR-0001477,2024,Q1,Madurai,,Tamil Nadu,Commercial,Tier2,336000,147,1041,11,2,91,0,32.9,3,38,0,276,15
ev_infrastructure_exact_20000.csv,1490,EVR-0001489,2024,Q1,Madurai,,Tamil Nadu,Transit,Tier2,330000,147,1022,11,2,89,0,32.3,3,38,0,272,15
ev_infrastructure_exact_20000.csv,1502,EVR-0001501,2024,Q1,Madurai,,Tamil Nadu,Peripheral,Tier2,264000,147,818,8,2,72,0,25.9,2,30,0,226,12
ev_infrastructure_exact_20000.csv,98,EVR-0000097,2024,Q1,Mumbai,,Maharashtra,Core,Mega,3265625,603,29400,257,57,1262,2,202.6,35,509,304,1929,191
ev_infrastructure_exact_20000.csv,110,EVR-0000109,2024,Q1,Mumbai,,Maharashtra,Inner,Mega,3004375,603,27048,236,52,1163,2,186.4,32,469,304,1789,176
ev_infrastructure_exact_20000.csv,122,EVR-0000121,2024,Q1,Mumbai,,Maharashtra,Outer,Mega,2481875,603,22344,195,43,965,1,154.0,27,390,304,1509,145
ev_infrastructure_exact_20000.csv,134,EVR-0000133,2024,Q1,Mumbai,,Maharashtra,North,Mega,2612500,603,23520,205,45,1014,2,162.1,28,409,304,1579,153
ev_infrastructure_exact_20000.csv,146,EVR-0000145,2024,Q1,Mumbai,,Maharashtra,South,Mega,2612500,603,23520,205,45,1014,2,162.1,28,409,304,1579,153
ev_infrastructure_exact_20000.csv,158,EVR-0000157,2024,Q1,Mumbai,,Maharashtra,East,Mega,2560250,603,23050,201,44,994,1,158.8,28,402,304,1550,150
ev_infrastructure_exact_20000.csv,170,EVR-0000169,2024,Q1,Mumbai,,Maharashtra,West,Mega,2560250,603,23050,201,44,994,1,158.8,28,402,304,1550,150
ev_infrastructure_exact_20000.csv,182,EVR-0000181,2024,Q1,Mumbai,,Maharashtra,Transit,Mega,2873750,603,25872,226,50,1113,2,178.3,31,450,304,1719,168
ev_infrastructure_exact_20000.csv,1334,EVR-0001333,2024,Q1,Mysuru,,Karnataka,Core,Tier2,315000,128,1035,11,2,84,0,31.4,2,34,0,257,14
ev_infrastructure_exact_20000.csv,1346,EVR-0001345,2024,Q1,Mysuru,,Karnataka,Residential,Tier2,231840,128,762,8,2,63,0,23.1,2,26,0,198,11
ev_infrastructure_exact_20000.csv,1358,EVR-0001357,2024,Q1,Mysuru,,Karnataka,Commercial,Tier2,282240,128,928,10,2,76,0,28.1,2,31,0,234,13
ev_infrastructure_exact_20000.csv,1370,EVR-0001369,2024,Q1,Mysuru,,Karnataka,Transit,Tier2,277200,128,911,10,2,75,0,27.6,2,31,0,230,13
ev_infrastructure_exact_20000.csv,1382,EVR-0001381,2024,Q1,Mysuru,,Karnataka,Peripheral,Tier2,221760,128,729,8,2,60,0,22.1,2,25,0,190,10
ev_infrastructure_exact_20000.csv,1142,EVR-0001141,2024,Q1,Nagpur,,Maharashtra,Central,Tier1,555833,217,2776,28,6,198,0,46.6,4,76,0,430,30
ev_infrastructure_exact_20000.csv,1154,EVR-0001153,2024,Q1,Nagpur,,Maharashtra,North,Tier1,483333,217,2414,24,5,173,0,40.5,4,68,0,383,26
ev_infrastructure_exact_20000.csv,1166,EVR-0001165,2024,Q1,Nagpur,,Maharashtra,South,Tier1,483333,217,2414,24,5,173,0,40.5,4,68,0,383,26
ev_infrastructure_exact_20000.csv,1178,EVR-0001177,2024,Q1,Nagpur,,Maharashtra,East,Tier1,473667,217,2366,23,5,169,0,39.7,4,67,0,377,25
ev_infrastructure_exact_20000.csv,1190,EVR-0001189,2024,Q1,Nagpur,,Maharashtra,West,Tier1,473667,217,2366,23,5,169,0,39.7,4,67,0,377,25
ev_infrastructure_exact_20000.csv,1202,EVR-0001201,2024,Q1,Nagpur,,Maharashtra,Industrial,Tier1,507500,217,2535,25,6,181,0,42.5,4,71,0,398,27
ev_infrastructure_exact_20000.csv,1694,EVR-0001693,2024,Q1,Nellore,,Andhra Pradesh,Main,Tier3,136500,181,172,2,0,27,0,27.7,1,12,0,181,5
ev_infrastructure_exact_20000.csv,1706,EVR-0001705,2024,Q1,Nellore,,Andhra Pradesh,North,Tier3,130000,181,164,2,0,25,0,26.4,1,11,0,173,5
ev_infrastructure_exact_20000.csv,1718,EVR-0001717,2024,Q1,Nellore,,Andhra Pradesh,South,Tier3,130000,181,164,2,0,25,0,26.4,1,11,0,173,5
ev_infrastructure_exact_20000.csv,1730,EVR-0001729,2024,Q1,Nellore,,Andhra Pradesh,Market,Tier3,140400,181,177,2,0,27,0,28.5,1,12,0,186,6
ev_infrastructure_exact_20000.csv,1742,EVR-0001741,2024,Q1,Nellore,,Andhra Pradesh,PeriUrban,Tier3,109200,181,138,2,0,21,0,22.2,1,10,0,148,4
ev_infrastructure_exact_20000.csv,578,EVR-0000577,2024,Q1,Pune,,Maharashtra,Central,Tier1,1475833,331,21034,154,34,660,3,92.0,16,259,0,905,73
ev_infrastructure_exact_20000.csv,590,EVR-0000589,2024,Q1,Pune,,Maharashtra,North,Tier1,1283333,331,18290,134,29,579,3,80.0,14,227,0,802,63
ev_infrastructure_exact_20000.csv,602,EVR-0000601,2024,Q1,Pune,,Maharashtra,South,Tier1,1283333,331,18290,134,29,579,3,80.0,14,227,0,802,63
ev_infrastructure_exact_20000.csv,614,EVR-0000613,2024,Q1,Pune,,Maharashtra,East,Tier1,1257667,331,17924,131,29,568,3,78.4,14,224,0,788,62
ev_infrastructure_exact_20000.csv,626,EVR-0000625,2024,Q1,Pune,,Maharashtra,West,Tier1,1257667,331,17924,131,29,568,3,78.4,14,224,0,788,62
ev_infrastructure_exact_20000.csv,638,EVR-0000637,2024,Q1,Pune,,Maharashtra,Industrial,Tier1,1347500,331,19204,140,31,606,3,84.0,15,239,0,836,66
ev_infrastructure_exact_20000.csv,722,EVR-0000721,2024,Q1,Surat,,Gujarat,Central,Tier1,1380000,326,10660,83,18,466,1,78.1,11,184,0,794,57
ev_infrastructure_exact_20000.csv,734,EVR-0000733,2024,Q1,Surat,,Gujarat,North,Tier1,1200000,326,9270,72,16,406,0,67.9,10,162,0,703,49
ev_infrastructure_exact_20000.csv,746,EVR-0000745,2024,Q1,Surat,,Gujarat,South,Tier1,1200000,326,9270,72,16,406,0,67.9,10,162,0,703,49
ev_infrastructure_exact_20000.csv,758,EVR-0000757,2024,Q1,Surat,,Gujarat,East,Tier1,1176000,326,9085,71,16,398,0,66.6,9,156,0,691,48
ev_infrastructure_exact_20000.csv,770,EVR-0000769,2024,Q1,Surat,,Gujarat,West,Tier1,1176000,326,9085,71,16,398,0,66.6,9,156,0,691,48
ev_infrastructure_exact_20000.csv,782,EVR-0000781,2024,Q1,Surat,,Gujarat,Industrial,Tier1,1260000,326,9734,76,17,426,1,71.3,10,168,0,733,52
ev_infrastructure_exact_20000.csv,1574,EVR-0001573,2024,Q1,Tiruchirappalli,,Tamil Nadu,Main,Tier3,193200,167,273,3,1,40,0,28.4,1,16,0,203,8
ev_infrastructure_exact_20000.csv,1586,EVR-0001585,2024,Q1,Tiruchirappalli,,Tamil Nadu,North,Tier3,184000,167,260,3,1,38,0,27.1,1,16,0,195,8
ev_infrastructure_exact_20000.csv,1598,EVR-0001597,2024,Q1,Tiruchirappalli,,Tamil Nadu,South,Tier3,184000,167,260,3,1,38,0,27.1,1,16,0,195,8
ev_infrastructure_exact_20000.csv,1610,EVR-0001609,2024,Q1,Tiruchirappalli,,Tamil Nadu,Market,Tier3,198720,167,281,3,1,41,0,29.2,1,17,0,208,8
ev_infrastructure_exact_20000.csv,1622,EVR-0001621,2024,Q1,Tiruchirappalli,,Tamil Nadu,PeriUrban,Tier3,154560,167,218,3,1,32,0,22.7,1,14,0,167,6
ev_infrastructure_exact_20000.csv,1814,EVR-0001813,2024,Q1,Udupi,,Karnataka,Main,Tier3,58800,64,40,1,0,12,0,8.9,0,4,0,63,2
ev_infrastructure_exact_20000.csv,1826,EVR-0001825,2024,Q1,Udupi,,Karnataka,North,Tier3,56000,64,38,1,0,11,0,8.4,0,4,0,60,2
ev_infrastructure_exact_20000.csv,1838,EVR-0001837,2024,Q1,Udupi,,Karnataka,South,Tier3,56000,64,38,1,0,11,0,8.4,0,4,0,60,2
ev_infrastructure_exact_20000.csv,1850,EVR-0001849,2024,Q1,Udupi,,Karnataka,Market,Tier3,60480,64,41,1,0,12,0,9.1,0,4,0,64,2
ev_infrastructure_exact_20000.csv,1862,EVR-0001861,2024,Q1,Udupi,,Karnataka,PeriUrban,Tier3,47040,64,32,1,0,9,0,7.1,0,3,0,52,2
ev_infrastructure_exact_20000.csv,1394,EVR-0001393,2024,Q1,Varanasi,,Uttar Pradesh,Core,Tier2,425000,82,1313,14,3,109,0,20.9,3,45,0,240,17
ev_infrastructure_exact_20000.csv,1406,EVR-0001405,2024,Q1,Varanasi,,Uttar Pradesh,Residential,Tier2,312800,82,966,10,2,81,0,15.4,2,33,0,187,13
ev_infrastructure_exact_20000.csv,1418,EVR-0001417,2024,Q1,Varanasi,,Uttar Pradesh,Commercial,Tier2,380800,82,1176,12,3,98,0,18.7,2,38,0,219,15
ev_infrastructure_exact_20000.csv,1430,EVR-0001429,2024,Q1,Varanasi,,Uttar Pradesh,Transit,Tier2,374000,82,1155,12,3,96,0,18.4,2,38,0,216,15
